mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_objective,param_reg_alpha,param_seed,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
7.051111173629761,1.3480659554772036,0.009994125366210938,0.0012704272243498794,0.075,2,500,reg:squarederror,1,33,"{'learning_rate': 0.075, 'max_depth': 2, 'n_estimators': 500, 'objective': 'reg:squarederror', 'reg_alpha': 1, 'seed': 33}",0.1501574761215335,0.17602557337591018,0.059677315264275305,0.12912315334280086,0.13456054234783515,0.129908812090471,0.03870783658900102,54
7.0383522510528564,1.8189857854858111,0.009662485122680664,0.0011381134028717796,0.075,2,500,reg:squarederror,10,33,"{'learning_rate': 0.075, 'max_depth': 2, 'n_estimators': 500, 'objective': 'reg:squarederror', 'reg_alpha': 10, 'seed': 33}",0.17721969763532214,0.20424367152239453,0.08568721005331278,0.17670469396913582,0.15021222455538,0.15881349954710905,0.04035893863378262,34
8.826139163970947,0.22365450063429973,0.010887670516967773,0.002162047021445412,0.075,2,750,reg:squarederror,0.001,33,"{'learning_rate': 0.075, 'max_depth': 2, 'n_estimators': 750, 'objective': 'reg:squarederror', 'reg_alpha': 0.001, 'seed': 33}",0.14404031633932332,0.1690173987534619,0.033157122109472,0.12123306568263276,0.14040915249321925,0.12157141107562183,0.04675047576909996,56
8.254666709899903,1.4166544766687932,0.00965886116027832,0.0006749861550544077,0.075,2,750,reg:squarederror,0.01,33,"{'learning_rate': 0.075, 'max_depth': 2, 'n_estimators': 750, 'objective': 'reg:squarederror', 'reg_alpha': 0.01, 'seed': 33}",0.14165975595217464,0.17291932651554726,0.04382013168949159,0.11678462119585456,0.1291737601413261,0.12087151909887883,0.04281044566658808,58
9.75573115348816,1.048962035391773,0.011049461364746094,0.0012311580783602952,0.075,2,750,reg:squarederror,0.1,33,"{'learning_rate': 0.075, 'max_depth': 2, 'n_estimators': 750, 'objective': 'reg:squarederror', 'reg_alpha': 0.1, 'seed': 33}",0.1365064082723444,0.16600836253163312,0.03547907282429541,0.12406802207029913,0.13388377766210857,0.11918912867213612,0.044133974649287616,64
7.307481861114502,0.30747228627117723,0.009647703170776368,0.0003930157580123513,0.075,2,750,reg:squarederror,1,33,"{'learning_rate': 0.075, 'max_depth': 2, 'n_estimators': 750, 'objective': 'reg:squarederror', 'reg_alpha': 1, 'seed': 33}",0.16036342552511185,0.17698556954050643,0.059630910244929086,0.1376737802077875,0.13949807612531887,0.13483035232873075,0.0402835673253584,53
7.0999750137329105,0.42901521550688215,0.009921932220458984,0.0009842972435679356,0.075,2,750,reg:squarederror,10,33,"{'learning_rate': 0.075, 'max_depth': 2, 'n_estimators': 750, 'objective': 'reg:squarederror', 'reg_alpha': 10, 'seed': 33}",0.1797504350426187,0.2116139461429081,0.08997110957418775,0.1852824159272575,0.16179901163817154,0.16568338366502872,0.04108298276332838,29
4.036515378952027,0.3695720188155099,0.010048151016235352,0.001532106988440432,0.075,4,200,reg:squarederror,0.001,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 200, 'objective': 'reg:squarederror', 'reg_alpha': 0.001, 'seed': 33}",0.1912090512321012,0.20001153288151488,0.12364574356056682,0.22464179315079413,0.15670458432233106,0.1792425410294616,0.035311765357984144,23
4.773500108718872,0.6723282927786562,0.011373329162597656,0.0038054756682976646,0.075,4,200,reg:squarederror,0.01,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 200, 'objective': 'reg:squarederror', 'reg_alpha': 0.01, 'seed': 33}",0.19558941009385783,0.20944059659421288,0.11530282316545787,0.22155821616391522,0.15732021882660074,0.1798422529688089,0.03882482842055687,21
4.132615232467652,0.14197082633529728,0.01012563705444336,0.001007073022626235,0.075,4,200,reg:squarederror,0.1,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 200, 'objective': 'reg:squarederror', 'reg_alpha': 0.1, 'seed': 33}",0.19279380185671433,0.19950965278194094,0.12880670476055045,0.2113264047275415,0.14279677851090838,0.1750466685275311,0.03288710158719858,24
3.850368690490723,0.7798850227819585,0.00968928337097168,0.0008804116983249728,0.075,4,200,reg:squarederror,1,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 200, 'objective': 'reg:squarederror', 'reg_alpha': 1, 'seed': 33}",0.20077669937861925,0.22559282850215878,0.13701807357651802,0.24163458507176502,0.16874392171229574,0.19475322164827139,0.037934303413514406,8
4.724275064468384,0.9498419292469997,0.010876655578613281,0.0019115002748186984,0.075,4,200,reg:squarederror,10,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 200, 'objective': 'reg:squarederror', 'reg_alpha': 10, 'seed': 33}",0.22782461360164638,0.2330112162559515,0.16052924264494342,0.2291114779149009,0.1920049343305557,0.2084962969495996,0.02818635882525265,4
7.630325412750244,0.6126498887494887,0.013321542739868164,0.005390371766650965,0.075,4,300,reg:squarederror,0.001,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 300, 'objective': 'reg:squarederror', 'reg_alpha': 0.001, 'seed': 33}",0.19405549572635553,0.20642545328427345,0.12438001405261528,0.23305357934598953,0.16071331568429661,0.18372557161870606,0.03770067222759948,18
6.107054233551025,0.22352862454424796,0.00975193977355957,0.0003919700809249419,0.075,4,300,reg:squarederror,0.01,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 300, 'objective': 'reg:squarederror', 'reg_alpha': 0.01, 'seed': 33}",0.19809481237353374,0.21816188205893777,0.1180105149265484,0.22750830044166184,0.15851998817361476,0.1840590995948593,0.04065094293641235,17
6.066427755355835,0.7898895219190184,0.011017274856567384,0.002428480495503661,0.075,4,300,reg:squarederror,0.1,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 300, 'objective': 'reg:squarederror', 'reg_alpha': 0.1, 'seed': 33}",0.1988362030564357,0.20777415137459548,0.12788322542620575,0.21775791186351715,0.1455980084242867,0.17956990002900816,0.03591822998111475,22
7.108000755310059,1.4985942258536855,0.009641790390014648,0.0008620921959130761,0.075,4,300,reg:squarederror,1,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 300, 'objective': 'reg:squarederror', 'reg_alpha': 1, 'seed': 33}",0.20624743467057718,0.2309293526022861,0.14148666507594299,0.25065177263494054,0.17234205635056196,0.20033145626686175,0.0393687192018931,7
6.7120953559875485,1.11669172854336,0.010431623458862305,0.0022294297271759547,0.075,4,300,reg:squarederror,10,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 300, 'objective': 'reg:squarederror', 'reg_alpha': 10, 'seed': 33}",0.23064645768994418,0.23934816867131317,0.16317776270331294,0.23406110335779964,0.194857771676565,0.21241825281978696,0.029185260543162853,3
8.916785526275635,1.8672434325453786,0.011205482482910156,0.0015501452187494478,0.075,4,500,reg:squarederror,0.001,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 500, 'objective': 'reg:squarederror', 'reg_alpha': 0.001, 'seed': 33}",0.19520122431932704,0.20957528476475065,0.12578178783497201,0.236552735517782,0.16071467551038224,0.18556514158944276,0.03862815255938576,16
9.819319486618042,1.9596317495440443,0.01236867904663086,0.001240307199207321,0.075,4,500,reg:squarederror,0.01,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 500, 'objective': 'reg:squarederror', 'reg_alpha': 0.01, 'seed': 33}",0.199686538944191,0.2208821521284298,0.11958081279003882,0.23151366853353625,0.16014715118220957,0.1863620647156811,0.04136375871725895,14
8.426934051513673,1.7881333139029223,0.009976959228515625,0.0005127272913459407,0.075,4,500,reg:squarederror,0.1,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 500, 'objective': 'reg:squarederror', 'reg_alpha': 0.1, 'seed': 33}",0.20107462270884952,0.21142593188849912,0.12987163529946305,0.22167419699171328,0.14635404972561417,0.18208008732282782,0.03685576403589703,20
6.320277118682862,0.6777538266866594,0.009693145751953125,0.0005686597095673721,0.075,4,500,reg:squarederror,1,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 500, 'objective': 'reg:squarederror', 'reg_alpha': 1, 'seed': 33}",0.20797455352848013,0.23330630608185407,0.14374142711015245,0.25325596309495724,0.1741904779239138,0.20249374554787153,0.03952003480028533,6
4.907325410842896,0.4446934013539678,0.009228754043579101,0.0008199843562554248,0.075,4,500,reg:squarederror,10,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 500, 'objective': 'reg:squarederror', 'reg_alpha': 10, 'seed': 33}",0.2311584364984803,0.24002101370752998,0.16357187468982642,0.2346876495849542,0.19496393627634823,0.21288058215142783,0.029320934519829648,1
10.743352031707763,1.2347125976740871,0.011678123474121093,0.0007895765588151675,0.075,4,750,reg:squarederror,0.001,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 750, 'objective': 'reg:squarederror', 'reg_alpha': 0.001, 'seed': 33}",0.19562229783816326,0.21004503854281958,0.12635508650434857,0.2373834154115829,0.16111158537659384,0.18610348473470165,0.03869858709692134,15
10.955107498168946,1.3458954081626617,0.011567115783691406,0.0008144898894934563,0.075,4,750,reg:squarederror,0.01,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 750, 'objective': 'reg:squarederror', 'reg_alpha': 0.01, 'seed': 33}",0.2001586311000622,0.22131841409432992,0.11989011276139588,0.23206970831530038,0.16052128560065876,0.1867916303743494,0.04144110017342507,13
9.978564834594726,0.2763056925802755,0.01119227409362793,0.0005452904133624797,0.075,4,750,reg:squarederror,0.1,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 750, 'objective': 'reg:squarederror', 'reg_alpha': 0.1, 'seed': 33}",0.20110841230005833,0.21180863068491315,0.1303818418448871,0.22233680499537725,0.14670044770214147,0.18246722750547545,0.0368514446317096,19
7.841920518875122,0.21539462995561484,0.0101104736328125,0.0004873878671261769,0.075,4,750,reg:squarederror,1,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 750, 'objective': 'reg:squarederror', 'reg_alpha': 1, 'seed': 33}",0.20798119537043397,0.23337402324942083,0.1438866387903021,0.2533517314224972,0.17426690279922238,0.2025720983263753,0.0395012792247648,5
5.207592439651489,0.4396827925286144,0.009878396987915039,0.0005769747938962478,0.075,4,750,reg:squarederror,10,33,"{'learning_rate': 0.075, 'max_depth': 4, 'n_estimators': 750, 'objective': 'reg:squarederror', 'reg_alpha': 10, 'seed': 33}",0.2311584364984803,0.24002101370752998,0.16357187468982642,0.2346876495849542,0.19496393627634823,0.21288058215142783,0.029320934519829648,1
5.2142242908477785,0.6165393728758547,0.011072397232055664,0.001749674153564713,0.075,7,200,reg:squarederror,0.001,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 200, 'objective': 'reg:squarederror', 'reg_alpha': 0.001, 'seed': 33}",0.16575224110669826,0.15995672718809914,0.14043976049247517,0.18726354401775827,0.1344586800564079,0.15757419057228775,0.018878189636979837,42
4.592021703720093,0.2648643998084865,0.010067033767700195,0.00048650256960720893,0.075,7,200,reg:squarederror,0.01,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 200, 'objective': 'reg:squarederror', 'reg_alpha': 0.01, 'seed': 33}",0.16149256507757676,0.159735638132381,0.10233301799485109,0.1921561834618804,0.1313251975420581,0.1494085204417495,0.030407715093252,46
4.40444507598877,0.23887917993428207,0.009706687927246094,0.00034362244771036837,0.075,7,200,reg:squarederror,0.1,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 200, 'objective': 'reg:squarederror', 'reg_alpha': 0.1, 'seed': 33}",0.16626601689332043,0.15988746405163312,0.12844692662184334,0.2046538222082551,0.13117128396579872,0.15808510274817014,0.02771857362930543,38
4.235549211502075,0.2366823843294051,0.009891223907470704,0.00023207422003998794,0.075,7,200,reg:squarederror,1,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 200, 'objective': 'reg:squarederror', 'reg_alpha': 1, 'seed': 33}",0.18748957139430425,0.20196463635021095,0.10641247781518651,0.22511273882946153,0.11755321239470573,0.16770652735677377,0.04718638678630732,28
3.13480749130249,0.2607482240324709,0.009683322906494141,0.0005791651521452635,0.075,7,200,reg:squarederror,10,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 200, 'objective': 'reg:squarederror', 'reg_alpha': 10, 'seed': 33}",0.21198670669094935,0.21352575023085374,0.14268169425951732,0.20716792351802185,0.16149037597069812,0.18737049013400808,0.02949190703472462,9
6.5760420799255375,0.25513989683499677,0.009847402572631836,0.0002938036319640245,0.075,7,300,reg:squarederror,0.001,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 300, 'objective': 'reg:squarederror', 'reg_alpha': 0.001, 'seed': 33}",0.1658611917266869,0.16018923966609544,0.14067157173870143,0.18755576602126206,0.13457565134999963,0.1577706841005491,0.0189147879584095,41
6.680657863616943,0.15147764707835418,0.009597492218017579,0.00018616741281531616,0.075,7,300,reg:squarederror,0.01,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 300, 'objective': 'reg:squarederror', 'reg_alpha': 0.01, 'seed': 33}",0.16158729175161268,0.15990172908480837,0.10249463137633838,0.19234038556048103,0.13142912759420594,0.14955063307348931,0.0304159350184247,45
6.119050979614258,0.2683975010363956,0.010258340835571289,0.0005965903013534832,0.075,7,300,reg:squarederror,0.1,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 300, 'objective': 'reg:squarederror', 'reg_alpha': 0.1, 'seed': 33}",0.16634146849247716,0.15996033022368777,0.1285232013072285,0.2047240724696392,0.13129917942916183,0.1581696503844389,0.027706437928433015,37
4.757525014877319,0.14134499732766562,0.009652996063232422,0.00023222535535742867,0.075,7,300,reg:squarederror,1,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 300, 'objective': 'reg:squarederror', 'reg_alpha': 1, 'seed': 33}",0.18757416241703675,0.2020330307720547,0.10655221247002594,0.2251544316893298,0.11759523584473386,0.1677818146386362,0.04716833025920611,25
3.455492305755615,0.2254335066919272,0.009410810470581055,0.0005345355050028158,0.075,7,300,reg:squarederror,10,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 300, 'objective': 'reg:squarederror', 'reg_alpha': 10, 'seed': 33}",0.21198670669094935,0.21352575023085374,0.14268169425951732,0.20716792351802185,0.16149037597069812,0.18737049013400808,0.02949190703472462,9
9.663565874099731,3.504263786843973,0.010399913787841797,0.0006819453838846955,0.075,7,500,reg:squarederror,0.001,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 500, 'objective': 'reg:squarederror', 'reg_alpha': 0.001, 'seed': 33}",0.16586255018764434,0.16019588040912858,0.14067448522373982,0.18756025080359848,0.13457807162876328,0.15777424765057488,0.018915366155956185,39
9.459949731826782,3.0470075134169003,0.009804153442382812,0.0002628487836700466,0.075,7,500,reg:squarederror,0.01,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 500, 'objective': 'reg:squarederror', 'reg_alpha': 0.01, 'seed': 33}",0.16158799327414058,0.15990543235203641,0.10249571839693916,0.19234189194106624,0.13142743860307857,0.1495516949134522,0.030416531398446554,43
6.792626810073853,0.34677652099083467,0.010092735290527344,0.0006121445560912874,0.075,7,500,reg:squarederror,0.1,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 500, 'objective': 'reg:squarederror', 'reg_alpha': 0.1, 'seed': 33}",0.1663416962013881,0.15996073097920502,0.1285270209504332,0.20472534833472056,0.13129955731966153,0.1581708707570817,0.02770599461414138,35
5.679867219924927,0.3314719945462527,0.009336471557617188,0.0005785008566280736,0.075,7,500,reg:squarederror,1,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 500, 'objective': 'reg:squarederror', 'reg_alpha': 1, 'seed': 33}",0.18757416241703675,0.2020330307720547,0.10655221247002594,0.2251544316893298,0.11759523584473386,0.1677818146386362,0.04716833025920611,25
4.0592116355896,0.18497355774245666,0.009040641784667968,0.0005571685469695804,0.075,7,500,reg:squarederror,10,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 500, 'objective': 'reg:squarederror', 'reg_alpha': 10, 'seed': 33}",0.21198670669094935,0.21352575023085374,0.14268169425951732,0.20716792351802185,0.16149037597069812,0.18737049013400808,0.02949190703472462,9
8.599156665802003,0.7715329997716646,0.011165332794189454,0.001573973034309686,0.075,7,750,reg:squarederror,0.001,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 750, 'objective': 'reg:squarederror', 'reg_alpha': 0.001, 'seed': 33}",0.16586255018764434,0.16019588040912858,0.14067448522373982,0.18756025080359848,0.13457807162876328,0.15777424765057488,0.018915366155956185,39
8.1540096282959,0.2898779840278829,0.010158395767211914,0.00044368836898286425,0.075,7,750,reg:squarederror,0.01,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 750, 'objective': 'reg:squarederror', 'reg_alpha': 0.01, 'seed': 33}",0.16158799327414058,0.15990543235203641,0.10249571839693916,0.19234189194106624,0.13142743860307857,0.1495516949134522,0.030416531398446554,43
7.433438873291015,0.304963808556935,0.010023355484008789,0.00020046582341459192,0.075,7,750,reg:squarederror,0.1,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 750, 'objective': 'reg:squarederror', 'reg_alpha': 0.1, 'seed': 33}",0.1663416962013881,0.15996073097920502,0.1285270209504332,0.20472534833472056,0.13129955731966153,0.1581708707570817,0.02770599461414138,35
6.872046566009521,0.8694250718368421,0.009657573699951173,0.0005460216555171846,0.075,7,750,reg:squarederror,1,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 750, 'objective': 'reg:squarederror', 'reg_alpha': 1, 'seed': 33}",0.18757416241703675,0.2020330307720547,0.10655221247002594,0.2251544316893298,0.11759523584473386,0.1677818146386362,0.04716833025920611,25
5.327523946762085,0.7923283589968758,0.008722782135009766,0.00012615141350793454,0.075,7,750,reg:squarederror,10,33,"{'learning_rate': 0.075, 'max_depth': 7, 'n_estimators': 750, 'objective': 'reg:squarederror', 'reg_alpha': 10, 'seed': 33}",0.21198670669094935,0.21352575023085374,0.14268169425951732,0.20716792351802185,0.16149037597069812,0.18737049013400808,0.02949190703472462,9
6.285769462585449,0.3199672904781619,0.010866498947143555,0.00042049845255706463,0.075,10,200,reg:squarederror,0.001,33,"{'learning_rate': 0.075, 'max_depth': 10, 'n_estimators': 200, 'objective': 'reg:squarederror', 'reg_alpha': 0.001, 'seed': 33}",0.08053022991860392,0.0961531253804378,0.09449706207511446,0.14572444812496405,0.10133207611982822,0.1036473883237897,0.022136553897863863,76
6.313469552993775,0.44664086370767553,0.010948276519775391,0.0008819284628008001,0.075,10,200,reg:squarederror,0.01,33,"{'learning_rate': 0.075, 'max_depth': 10, 'n_estimators': 200, 'objective': 'reg:squarederror', 'reg_alpha': 0.01, 'seed': 33}",0.08383348226650245,0.12458040210158391,0.07463383205234947,0.13184057640046876,0.09551458464631196,0.10208057549344329,0.02245569960585089,80
6.043904209136963,0.353203997732399,0.011241531372070313,0.001166661978200971,0.075,10,200,reg:squarederror,0.1,33,"{'learning_rate': 0.075, 'max_depth': 10, 'n_estimators': 200, 'objective': 'reg:squarederror', 'reg_alpha': 0.1, 'seed': 33}",0.09132534578663545,0.12548822469684265,0.11445758395062247,0.14606700980118464,0.12303982772960217,0.12007559839297748,0.01773006349260525,62
5.292846965789795,0.41352180420747525,0.011204338073730469,0.0005778393191607632,0.075,10,200,reg:squarederror,1,33,"{'learning_rate': 0.075, 'max_depth': 10, 'n_estimators': 200, 'objective': 'reg:squarederror', 'reg_alpha': 1, 'seed': 33}",0.13634977413643298,0.16160892914293928,0.06883956968754937,0.19027360576093624,0.12079742989298922,0.1355738617241694,0.04084678064315377,52
3.6534051418304445,0.16287569140727165,0.01066584587097168,0.0009774112807959848,0.075,10,200,reg:squarederror,10,33,"{'learning_rate': 0.075, 'max_depth': 10, 'n_estimators': 200, 'objective': 'reg:squarederror', 'reg_alpha': 10, 'seed': 33}",0.1611823800211857,0.2001656138022893,0.0812727823430337,0.20431947011925236,0.15036736311058482,0.15946152187926918,0.04442567430281412,30
7.843277835845948,0.4775857785119402,0.010813331604003907,0.0002984218068273647,0.075,10,300,reg:squarederror,0.001,33,"{'learning_rate': 0.075, 'max_depth': 10, 'n_estimators': 300, 'objective': 'reg:squarederror', 'reg_alpha': 0.001, 'seed': 33}",0.08051777267858462,0.09617534290171609,0.0945097931021075,0.14570592877523333,0.10135181046334621,0.10365212958419753,0.0221291509974562,75
7.572296524047852,0.2526161025248587,0.011234426498413086,0.0007574346192380812,0.075,10,300,reg:squarederror,0.01,33,"{'learning_rate': 0.075, 'max_depth': 10, 'n_estimators': 300, 'objective': 'reg:squarederror', 'reg_alpha': 0.01, 'seed': 33}",0.08384419735469642,0.12458801898325161,0.07465659417899376,0.13182409875948634,0.09551895863284018,0.10208637358185366,0.022445298283673604,79
7.328421115875244,0.45634174806873695,0.011173200607299805,0.0004534336629324084,0.075,10,300,reg:squarederror,0.1,33,"{'learning_rate': 0.075, 'max_depth': 10, 'n_estimators': 300, 'objective': 'reg:squarederror', 'reg_alpha': 0.1, 'seed': 33}",0.09135570169697899,0.12551236493071785,0.11451852917572675,0.14610248192893263,0.12307687747695889,0.120113191041863,0.017729473718065637,59
5.881738471984863,0.2781491109288043,0.010258340835571289,0.0005789593637901714,0.075,10,300,reg:squarederror,1,33,"{'learning_rate': 0.075, 'max_depth': 10, 'n_estimators': 300, 'objective': 'reg:squarederror', 'reg_alpha': 1, 'seed': 33}",0.1364034269535522,0.16164744438550152,0.06891543864332664,0.19032126238353222,0.12083037813078776,0.13562359009934005,0.040837485431305345,49
4.262673473358154,0.3081200326794368,0.009947919845581054,0.0003281303064224663,0.075,10,300,reg:squarederror,10,33,"{'learning_rate': 0.075, 'max_depth': 10, 'n_estimators': 300, 'objective': 'reg:squarederror', 'reg_alpha': 10, 'seed': 33}",0.1611823800211857,0.2001656138022893,0.0812727823430337,0.20431947011925236,0.15036736311058482,0.15946152187926918,0.04442567430281412,30
